,加油日期,車牌號碼,實際會去的加油站,記錄時間點,加油公升數
13784,2017/12/3,TY-2642,38,16:59,29.49653891
10909,2017/12/3,BG-8445,47,21:19,36.0269331
3692,2017/12/3,VZ-5734,31,23:28,30.70381791
543,2017/12/3,PR-6357,24,22:08,30.53297443
10355,2017/12/3,ZK-3429,46,17:05,24.82002983
56561,2017/12/3,GW-6046,37,19:04,21.05449555
2709,2017/12/3,YU-2208,24,04:31,22.36749957
5468,2017/12/3,NS-4244,48,21:58,31.11816066
1523,2017/12/3,ZH-3051,17,07:02,33.39642394
8345,2017/12/3,EM-1515,22,06:06,30.84361723
30331,2017/12/3,MB-6829,15,01:56,30.03637909
13613,2017/12/3,BK-6304,57,04:04,33.75948733
11432,2017/12/3,XC-1265,58,18:08,25.42895653
4416,2017/12/3,SD-6332,44,01:12,24.55358514
6837,2017/12/3,YE-3147,44,03:46,34.88913023
13223,2017/12/3,PK-4061,3,03:20,31.20146048
137121,2017/12/3,CU-3520,8,03:06,28.7383516
6204,2017/12/3,AC-6731,35,20:15,31.54989029
11175,2017/12/3,OY-8276,16,11:00,30.96685385
10343,2017/12/3,RS-9561,49,09:40,31.28619348
1889,2017/12/3,WE-4456,40,09:12,28.18682916
3698,2017/12/3,AX-7133,37,15:32,26.77482925
240,2017/12/3,HW-7176,13,14:52,24.17045868
3042,2017/12/3,LK-3355,9,10:08,36.40468673
9288,2017/12/3,EK-5290,42,17:56,24.04794437
4415,2017/12/3,MM-6171,51,08:15,23.53571091
4622,2017/12/3,VG-2393,6,04:50,22.61906811
127781,2017/12/3,MV-6860,26,15:08,25.9766793
14117,2017/12/3,YC-4834,40,14:26,30.36821508
144621,2017/12/3,YV-7880,49,23:00,27.86615028
135911,2017/12/3,HD-2221,33,03:24,30.58721125
2635,2017/12/3,WJ-4896,51,03:47,31.37142728
5161,2017/12/3,VX-1169,51,11:49,29.22954873
84091,2017/12/3,OG-2178,52,18:36,31.09822
68051,2017/12/3,MZ-7723,18,09:46,32.70899183
3012,2017/12/3,UD-7229,51,15:10,29.15605668
144881,2017/12/3,HF-7433,35,12:25,23.47190929
9615,2017/12/3,JL-7153,15,07:43,32.13307723
14869,2017/12/3,GF-6552,23,15:37,29.38053841
12555,2017/12/3,XE-7404,12,12:07,32.31960122
59252,2017/12/3,RO-4951,51,10:22,25.19713192
106491,2017/12/3,EC-2594,28,03:54,29.34262995
10787,2017/12/3,DU-4265,21,21:08,28.81932908
4114,2017/12/3,WK-9815,9,16:56,25.63442443
8630,2017/12/3,GF-9741,14,20:20,28.84384276
4330,2017/12/3,IZ-6543,49,02:48,35.47317678
26691,2017/12/3,GO-9234,40,07:03,29.68340248
5984,2017/12/3,GW-5450,52,12:06,35.98665779
14846,2017/12/3,IA-5552,32,23:37,28.04903726
1667,2017/12/3,QF-9761,48,09:10,33.82256195
122941,2017/12/3,CK-4657,42,02:19,27.16487259
5681,2017/12/3,AF-8166,12,11:17,35.74874502
3788,2017/12/3,DP-7238,16,15:25,28.53049455
5533,2017/12/3,NR-2760,52,06:46,26.23268784
10616,2017/12/3,NM-5951,57,04:20,29.97791091
1073,2017/12/3,QR-7296,21,22:16,27.54592132
1526,2017/12/3,BG-1830,49,08:22,20.97918753
13746,2017/12/3,FB-3284,48,22:48,30.26660813
6958,2017/12/3,UC-6015,35,22:08,35.01259819
14467,2017/12/3,XF-1518,41,00:14,29.06895857
149711,2017/12/3,VZ-7190,26,21:41,34.83929718
6128,2017/12/3,XC-7437,32,04:48,29.24979241
14837,2017/12/3,HI-6012,47,11:01,31.64568769
98131,2017/12/3,RS-8653,27,15:40,30.91545927
2272,2017/12/3,JA-1691,5,08:32,29.044886
817,2017/12/3,RO-2044,46,15:25,28.91463328
74751,2017/12/3,XN-2548,39,03:13,32.74767443
8906,2017/12/3,PW-2000,8,00:13,28.83836002
12936,2017/12/3,QN-1568,39,12:44,31.71202351
6436,2017/12/3,AP-4882,18,08:48,32.85310052
12926,2017/12/3,DN-7153,7,22:45,26.52629772
11617,2017/12/3,TV-9120,33,03:52,33.66797567
915,2017/12/3,WO-8047,20,15:48,35.72360023
5289,2017/12/3,FS-9601,25,22:34,30.89667523
5465,2017/12/3,HE-4064,22,17:54,26.16249944
128141,2017/12/3,DG-3160,23,06:30,28.422089
13457,2017/12/3,JT-2757,42,21:12,31.77353797
12977,2017/12/3,DI-9268,1,16:43,27.4879117
12243,2017/12/3,EG-7888,26,18:47,28.53938767
6678,2017/12/3,DJ-6947,3,04:03,34.25079252
211,2017/12/3,DU-1733,43,22:32,31.77038207
2652,2017/12/3,UD-2672,29,19:07,29.95828202
74511,2017/12/3,PS-9880,25,12:27,30.90462883
149741,2017/12/3,KR-1767,17,00:35,30.8135634
40841,2017/12/3,AK-1902,14,02:20,29.86545013
43141,2017/12/3,OF-7396,33,04:45,31.19448542
6176,2017/12/3,BW-8385,36,09:23,24.78648727
80091,2017/12/3,QK-4200,19,16:02,28.40649944
11756,2017/12/3,ZU-8726,25,21:10,32.58980185
3618,2017/12/3,AW-3147,21,07:51,31.0725694
129471,2017/12/3,CV-1292,26,14:06,32.54171574
108292,2017/12/3,OG-1117,17,01:17,29.63060518
2257,2017/12/3,EH-3682,46,02:25,33.99042942
9926,2017/12/3,AO-7119,13,12:57,21.63155802
5755,2017/12/3,HT-4330,41,12:31,34.77300593
1368,2017/12/3,UF-5441,33,21:09,25.80947459
504,2017/12/3,AZ-7460,8,17:44,26.37518202
11932,2017/12/3,HQ-6803,33,10:51,34.72585918
3441,2017/12/3,KV-1408,20,10:30,34.90464466
14155,2017/12/3,XU-6820,39,19:24,29.77628151
33831,2017/12/3,WR-1821,20,21:50,28.6680267
4297,2017/12/3,EX-2170,21,22:22,29.71120108
12586,2017/12/3,JG-9569,27,23:17,24.21074741
5834,2017/12/3,QC-2513,23,08:12,27.08110238
43671,2017/12/3,WY-9953,51,05:12,27.19671183
4144,2017/12/3,YD-1900,24,09:36,29.5043462
14290,2017/12/3,KX-5871,58,21:06,30.95198578
6279,2017/12/3,FZ-2697,4,21:12,22.23859484
87671,2017/12/3,ME-1943,43,19:37,38.82299321
1527,2017/12/3,KV-1875,10,23:06,25.90207597
7722,2017/12/3,FT-4391,24,14:53,23.08185912
24061,2017/12/3,NU-2059,56,12:35,27.91217209
63031,2017/12/3,EC-8906,44,02:59,19.35195349
267,2017/12/3,UQ-9977,54,16:05,24.82293506
12342,2017/12/3,KM-7309,29,13:52,30.09271557
11042,2017/12/3,GK-5117,2,22:57,35.6942063
21761,2017/12/3,GK-6277,47,06:50,25.22374696
11052,2017/12/3,BS-1609,17,13:14,40.9892604
70941,2017/12/3,AG-1320,56,23:18,30.55308277
1992,2017/12/3,AI-2155,2,22:25,35.32221044
118432,2017/12/3,FB-2498,43,19:44,34.98033506
12996,2017/12/3,GU-6323,12,19:12,29.16213526
7407,2017/12/3,IO-6488,54,02:21,24.63045877
5192,2017/12/3,BA-5114,21,09:31,23.09404155
10727,2017/12/3,ZD-5755,16,02:25,31.71735472
4933,2017/12/3,CJ-8897,4,06:23,32.89928921
88691,2017/12/3,FH-7548,21,18:09,27.27827518
1147,2017/12/3,QB-6101,34,01:44,24.8731789
3884,2017/12/3,WX-6778,32,20:21,25.83715129
12567,2017/12/3,VD-6719,17,03:29,28.89906501
13836,2017/12/3,JI-2062,35,05:21,27.25914276
36591,2017/12/3,PY-3636,14,03:38,32.40817745
4536,2017/12/3,MR-2063,48,19:00,34.18341056
11003,2017/12/3,HU-8638,45,18:09,31.92893134
145241,2017/12/3,GY-2693,4,08:59,26.09075887
34821,2017/12/3,RN-3118,16,04:12,29.07667683
8897,2017/12/3,PF-4572,53,01:46,26.02146064
31521,2017/12/3,FE-3610,18,18:55,30.80294383
56981,2017/12/3,KT-8050,23,10:08,29.8161497
10304,2017/12/3,AH-4140,25,16:44,29.10876828
127311,2017/12/3,ZC-2732,12,09:15,21.2359835
74681,2017/12/3,WO-1965,14,12:48,26.80003489
7036,2017/12/3,HW-4629,4,02:25,33.41462693
4365,2017/12/3,YT-7526,22,03:03,24.05054188
6420,2017/12/3,XD-8992,26,12:15,32.19581235
7569,2017/12/3,KJ-8534,2,08:00,18.60172578
12252,2017/12/3,CP-2455,28,09:25,25.12259049
489,2017/12/3,RO-8764,19,02:36,32.64915668
7017,2017/12/3,PX-1292,6,14:36,34.23967454
11846,2017/12/3,QF-5605,49,14:03,29.30903078
6715,2017/12/3,VK-6526,26,19:42,31.9431539
751,2017/12/3,PQ-9094,16,18:46,31.08094729
7949,2017/12/3,KQ-4193,10,01:44,29.36561578
8015,2017/12/3,QE-2992,56,03:19,36.32871593
35411,2017/12/3,QM-5908,54,23:44,29.12220648
10862,2017/12/3,TR-1785,31,23:53,25.10180224
12991,2017/12/3,BA-9097,11,13:20,34.33679842
12336,2017/12/3,OF-7650,1,08:06,33.14366774
13966,2017/12/3,EW-5066,46,17:22,29.55790108
6333,2017/12/3,LY-8432,58,00:47,19.4197507
4551,2017/12/3,BH-7989,24,09:45,33.68376452
10686,2017/12/3,SQ-1177,45,12:07,27.23831173
6695,2017/12/3,PI-6284,30,04:07,24.61003949
52541,2017/12/3,MO-8158,42,07:20,27.5267427
129441,2017/12/3,LF-9516,58,13:57,28.87463156
7149,2017/12/3,XM-2398,42,18:24,28.80714694
7894,2017/12/3,NZ-7465,27,00:26,23.81271797
9618,2017/12/3,UR-9310,10,20:58,33.73992136
11425,2017/12/3,ET-4586,51,19:08,29.56183301
82961,2017/12/3,BD-7085,42,05:09,36.89304022
112551,2017/12/3,LI-4006,6,20:17,26.51436446
114001,2017/12/3,RW-7844,57,20:26,39.91104991
9368,2017/12/3,AI-8514,2,02:42,30.84258866
13095,2017/12/3,VC-2189,35,21:48,30.00953591
13413,2017/12/3,LD-6523,44,23:50,24.45365758
7628,2017/12/3,UP-5183,48,12:06,27.35859317
13441,2017/12/3,LR-4756,55,08:00,32.98636497
6823,2017/12/3,IJ-1617,37,14:45,28.25355472
81341,2017/12/3,RD-5398,34,03:04,28.20908913
1833,2017/12/3,SX-3397,8,20:22,30.17465883
7755,2017/12/3,ZJ-3915,49,09:40,31.29251159
11944,2017/12/3,LF-5839,17,22:10,27.83134948
48501,2017/12/3,KV-9940,50,22:08,26.0390921
13423,2017/12/3,GG-3765,55,11:49,27.83210972
14917,2017/12/3,SD-6025,10,02:04,27.57165289
8741,2017/12/3,OA-7551,30,17:32,32.13542502
11072,2017/12/3,EA-7664,56,17:32,30.83660595
7641,2017/12/3,AG-4270,2,18:32,26.18882616
1106,2017/12/3,ZV-2538,16,12:26,29.24525774
6759,2017/12/3,FN-1217,10,05:14,30.24431543
79481,2017/12/3,LQ-6548,18,19:55,31.20385485
2579,2017/12/3,EF-2174,20,21:24,28.7432279
2606,2017/12/3,YL-4869,46,09:39,25.00070251
3127,2017/12/3,ID-4485,35,03:19,30.25172228
6089,2017/12/3,DA-3482,15,05:22,29.01960805
4985,2017/12/3,AJ-4906,37,22:47,27.41191051
41681,2017/12/3,GZ-9110,3,11:56,27.03057468
12877,2017/12/3,NQ-6915,38,15:47,32.11050135
93131,2017/12/3,PR-5217,15,07:30,29.42009283
14745,2017/12/3,MB-4217,45,08:12,30.79905031
115941,2017/12/3,QY-1927,17,09:02,32.2732116
4146,2017/12/3,PB-8599,45,14:05,30.37366212
10026,2017/12/3,PQ-4481,17,05:45,28.774885
12285,2017/12/3,SF-9642,47,10:56,29.1058462
7225,2017/12/3,SM-2335,41,15:51,29.89200292
7800,2017/12/3,QB-4145,1,06:59,30.74576927
3065,2017/12/3,IB-3338,24,11:54,29.52529804
24981,2017/12/3,MV-7676,45,22:13,30.53478213
56351,2017/12/3,LL-9756,56,04:34,27.95612009
10860,2017/12/3,NK-1860,46,03:34,31.75998195
9957,2017/12/3,TH-5256,37,02:25,32.36201516
19271,2017/12/3,QV-9946,30,06:11,31.95123837
7076,2017/12/3,AR-3145,29,05:10,30.25567928
69441,2017/12/3,BK-3767,55,06:27,27.21528074
96451,2017/12/3,DS-3140,6,14:22,27.76324123
13284,2017/12/3,NW-8190,10,19:59,34.35832833
13129,2017/12/3,AP-5400,43,09:28,28.96926401
4868,2017/12/3,AV-1671,57,16:05,32.99179648
102941,2017/12/3,ND-4286,33,21:13,25.91283041
6963,2017/12/3,YN-7455,47,21:31,35.85995822
13345,2017/12/3,WO-9932,12,01:52,33.6915412
2618,2017/12/3,AZ-5432,2,16:58,35.16525
1168,2017/12/3,NB-7464,7,09:32,41.09854752
3888,2017/12/3,TN-4859,31,15:22,33.00333021
114141,2017/12/3,TR-1108,17,13:02,28.03372823
14692,2017/12/3,AT-8466,16,00:57,22.13377227
1209,2017/12/3,KT-9050,16,08:28,28.44939902
11204,2017/12/3,AT-1201,7,05:48,26.5251576
87731,2017/12/3,EB-7998,7,20:45,31.30959838
4463,2017/12/3,MJ-5782,34,05:27,23.30112182
13480,2017/12/3,PB-6746,39,16:12,30.96185658
3071,2017/12/3,FA-6888,38,00:45,29.95959965
6583,2017/12/3,IJ-1297,57,04:18,31.35267418
8600,2017/12/3,AA-2285,17,14:19,39.04796464
127801,2017/12/3,BB-3410,27,13:53,24.41586631
12261,2017/12/3,VJ-2693,3,07:01,32.64046133
8682,2017/12/3,FK-4970,14,06:45,38.6181273
1432,2017/12/3,LY-6158,28,00:23,30.78045793
2821,2017/12/3,VF-3882,33,08:27,31.77655795
6615,2017/12/3,JX-7194,26,07:48,25.40702417
9908,2017/12/3,KF-1529,24,13:16,30.26709245
109481,2017/12/3,HZ-1453,51,15:15,32.09279723
144511,2017/12/3,OL-4080,3,18:05,24.07634273
90091,2017/12/3,LA-7302,51,03:09,27.12270125
111821,2017/12/3,BO-4940,15,16:33,28.64612061
7827,2017/12/3,PD-4436,41,07:14,32.35538749
2797,2017/12/3,MA-1384,45,15:59,26.95173156
13248,2017/12/3,UW-2408,4,08:02,28.94880663
528,2017/12/3,ZO-1855,39,15:40,33.85342714
415,2017/12/3,QP-4191,28,17:11,25.55059692
10492,2017/12/3,SQ-6057,9,01:27,30.29459922
881,2017/12/3,EP-3549,48,09:31,29.69220257
7743,2017/12/3,QD-4195,11,22:32,27.52282641
14216,2017/12/3,RY-1925,8,03:41,30.61002449
3040,2017/12/3,BW-6545,4,01:00,25.24610696
13311,2017/12/3,AV-2381,18,03:45,31.83579179
55551,2017/12/3,QS-1310,1,14:34,25.44398126
252,2017/12/3,HK-1321,31,04:35,26.32889393
105091,2017/12/3,PS-7296,35,04:10,28.23809474
11401,2017/12/3,XA-3510,49,16:27,31.83016782
123351,2017/12/3,SG-2630,1,05:19,28.85156304
13643,2017/12/3,JY-1672,36,02:49,27.67444966
52641,2017/12/3,BB-3205,49,09:15,23.43603288
1127,2017/12/3,CV-2022,49,09:06,33.95928389
5510,2017/12/3,OO-9353,14,09:29,27.11660062
2264,2017/12/3,CS-8844,34,15:26,32.30150123
14460,2017/12/3,XL-6169,39,20:56,33.79439731
3159,2017/12/3,FH-1883,42,04:51,34.92917704
13089,2017/12/3,IF-5837,14,05:35,23.47100587
2601,2017/12/3,MV-2005,17,08:20,31.66762321
6561,2017/12/3,OS-3105,45,12:37,26.33416328
8677,2017/12/3,CD-3408,55,02:23,29.89377376
8126,2017/12/3,YX-7944,23,19:58,31.05819906
4189,2017/12/3,IZ-9658,19,00:22,29.09762856
14273,2017/12/3,JI-8614,41,17:20,33.09461217
4261,2017/12/3,IL-7559,1,04:39,32.60401646
1111,2017/12/3,ZL-9327,58,08:36,30.46292038
119241,2017/12/3,NS-2890,27,08:54,29.8936405
14052,2017/12/3,UW-2952,52,21:12,32.59473465
2446,2017/12/3,MN-4682,17,04:56,30.30572871
1007,2017/12/3,OD-2740,37,07:24,33.90525158
119261,2017/12/3,NO-7860,52,15:05,28.61613504
6049,2017/12/3,JQ-7936,12,19:48,31.93768279
40601,2017/12/3,XT-7731,31,02:29,28.98120868
141291,2017/12/3,KG-6223,9,19:19,31.42826499
2254,2017/12/3,FV-1141,45,03:52,35.69540093
110901,2017/12/3,HK-2768,25,10:59,29.15616671
725,2017/12/3,GR-4829,42,05:57,30.91759102
10580,2017/12/3,RZ-6384,31,20:20,32.91057909
43271,2017/12/3,XZ-1928,4,17:59,33.36534996
13802,2017/12/3,GW-5062,3,19:22,31.58484993
7752,2017/12/3,BU-6464,49,14:22,40.11476174
64541,2017/12/3,DR-7778,7,12:35,29.83605955
9206,2017/12/3,WT-2793,47,23:10,33.16824334
56901,2017/12/3,TW-1535,52,23:00,23.59002947
4403,2017/12/3,TT-3217,20,21:54,24.80608107
2879,2017/12/3,NS-6568,35,10:29,34.08047353
13381,2017/12/3,MT-2613,19,10:46,36.35947767
9051,2017/12/3,CT-4855,25,12:11,30.98310446
5384,2017/12/3,EI-1349,50,10:53,29.50357145
82951,2017/12/3,KU-8600,10,16:11,26.27411876
7638,2017/12/3,OU-4289,2,23:31,28.16332035
10385,2017/12/3,KE-6912,40,02:56,30.64798328
6404,2017/12/3,ZD-5560,55,04:06,33.0567119
57882,2017/12/3,RS-9088,21,03:14,29.07017421
12554,2017/12/3,TL-4181,35,07:39,32.96952725
10016,2017/12/3,OI-4056,31,11:16,29.66434278
10095,2017/12/3,SJ-8525,55,07:49,27.41015117
88911,2017/12/3,SZ-9488,46,04:53,28.40108509
2854,2017/12/3,SK-9582,46,18:42,26.54741438
115,2017/12/3,LC-9404,1,00:08,34.6155231
4755,2017/12/3,FM-2187,51,21:31,37.44353011
574,2017/12/3,GL-3090,45,11:48,25.70438102
10779,2017/12/3,MJ-4668,10,11:26,36.03415501
14047,2017/12/3,OW-5473,24,19:01,36.15462584
98471,2017/12/3,EU-1151,37,02:08,23.97725973
8900,2017/12/3,JM-6235,50,18:12,36.25120347
1916,2017/12/3,PC-6622,34,07:42,23.40389818
5820,2017/12/3,TL-5949,12,00:05,24.04033845
64761,2017/12/3,WB-4637,54,17:27,30.40668164
14969,2017/12/3,OM-4402,19,16:01,33.01357822
13434,2017/12/3,GX-5189,32,23:25,32.40347527
19981,2017/12/3,JM-4473,21,18:04,32.19611852
11232,2017/12/3,RM-3510,36,05:24,29.80171969
14294,2017/12/3,DY-1726,5,14:03,29.00889566
23161,2017/12/3,XL-8698,10,09:41,28.08079226
4863,2017/12/3,PE-5965,9,20:18,26.86042116
7875,2017/12/3,CY-7633,24,13:27,23.46225739
9457,2017/12/3,CJ-7206,22,12:04,33.43192244
4335,2017/12/3,FU-5593,58,13:31,32.02698768
142341,2017/12/3,IZ-1604,20,07:51,23.37436236
37031,2017/12/3,EO-7268,8,22:13,33.59654024
63521,2017/12/3,WC-4491,33,17:40,34.74147065
51471,2017/12/3,YA-3658,28,12:38,28.03181164
3045,2017/12/3,NT-4090,34,15:34,28.58682237
2829,2017/12/3,OD-7393,54,01:01,23.99343405
28432,2017/12/3,TJ-3474,11,11:30,33.47886078
372,2017/12/3,MR-2832,47,17:12,30.94934092
98161,2017/12/3,LN-9052,30,20:23,27.5665437
123892,2017/12/3,FY-3283,6,00:12,27.22790572
13051,2017/12/3,NU-5939,1,21:07,29.8109465
91281,2017/12/3,IG-9210,53,04:21,29.96490776
388,2017/12/3,FS-7007,16,00:51,39.33099664
13965,2017/12/3,JP-4163,31,14:08,32.79898911
1454,2017/12/3,DJ-2177,5,08:28,31.30091274
5155,2017/12/3,DL-2622,23,13:06,33.94964602
7751,2017/12/3,JD-6910,45,10:34,37.9878761
354,2017/12/3,SK-1850,19,18:29,28.36959833
10408,2017/12/3,NF-1166,19,10:41,23.91978734
1539,2017/12/3,GK-3798,49,03:33,27.64164953
8601,2017/12/3,JU-8557,19,19:50,30.11853904
8710,2017/12/3,PP-4153,1,12:03,39.54038296
85852,2017/12/3,UQ-4771,30,02:27,26.65518705
8097,2017/12/3,EK-6951,31,16:29,29.88763524
10606,2017/12/3,DJ-2691,42,16:44,36.63187425
108351,2017/12/3,IA-2069,5,22:59,36.53281703
10158,2017/12/3,FH-7182,40,06:54,33.23279521
7832,2017/12/3,UG-8037,9,15:44,34.38692049
5439,2017/12/3,HY-6177,10,22:59,22.14062436
6206,2017/12/3,DJ-9150,41,17:40,27.71093658
9053,2017/12/3,VT-4771,14,20:59,27.57395074
8308,2017/12/3,OV-5494,43,18:50,29.77062291
11997,2017/12/3,VC-3607,6,19:45,31.47166315
8198,2017/12/3,NN-9223,57,16:11,25.48817558
4476,2017/12/3,HO-9077,24,18:15,25.65266435
10049,2017/12/3,YU-8221,52,19:39,32.2180019
9771,2017/12/3,VA-1512,12,08:14,29.86715561
4361,2017/12/3,ZM-5229,27,01:01,39.71155928
13044,2017/12/3,DA-1489,56,13:40,25.58203386
37651,2017/12/3,JF-6432,19,12:37,27.90993241
111661,2017/12/3,OI-7083,31,23:11,28.53733695
3632,2017/12/3,PA-1297,30,00:07,27.05699902
8842,2017/12/3,RL-6152,51,16:04,35.32260236
4604,2017/12/3,FY-3423,26,20:36,30.99278985
54641,2017/12/3,EA-4838,27,20:57,34.39385004
7607,2017/12/3,MC-5009,18,20:40,30.98980119
113711,2017/12/3,DC-7870,48,23:49,26.93012288
28771,2017/12/3,QU-7321,25,06:30,33.91056473
2819,2017/12/3,MW-9043,14,19:14,32.61233159
3155,2017/12/3,DA-9786,44,14:01,26.8974999
13502,2017/12/3,ZV-8344,4,14:59,28.76227086
17821,2017/12/3,GS-8045,47,22:44,25.68155117
1367,2017/12/3,NJ-6213,35,09:36,39.89712349
8659,2017/12/3,WI-3827,25,14:53,30.92009108
4092,2017/12/3,CY-5927,55,15:13,32.85566408
28261,2017/12/3,TG-3215,2,16:23,25.44246458
8234,2017/12/3,FE-5645,27,09:30,26.35759507
13367,2017/12/3,UX-5891,9,11:00,31.66098537
102102,2017/12/3,NR-1547,57,18:33,32.75815577
36721,2017/12/3,AC-1318,47,13:20,32.65741226
4505,2017/12/3,FM-5366,29,02:07,34.69052672
13559,2017/12/3,JV-3029,31,09:30,33.48639824
5878,2017/12/3,HN-4456,30,03:56,27.06463332
129661,2017/12/3,UW-8978,34,05:43,34.65233607
9689,2017/12/3,FP-1805,32,13:13,20.13704639
14321,2017/12/3,KB-7318,21,02:00,32.57519806
5095,2017/12/3,SV-3283,10,15:30,23.72336128
13386,2017/12/3,EF-5098,37,07:12,34.16408052
54371,2017/12/3,LJ-4476,53,00:18,25.38978872
40201,2017/12/3,OO-2855,2,13:00,27.73324928
12710,2017/12/3,LW-3765,39,02:13,35.53712015
2882,2017/12/3,XX-5481,6,06:51,26.09637147
8734,2017/12/3,KD-2518,47,17:36,28.78150131
2131,2017/12/3,OF-1787,22,23:26,35.78126318
6447,2017/12/3,YR-1886,50,20:33,31.46542273
11413,2017/12/3,LJ-8610,53,15:43,29.75103883
75301,2017/12/3,RZ-6331,49,15:18,32.25423097
53151,2017/12/3,XN-1393,6,05:41,30.68050149
120451,2017/12/3,JG-6811,30,14:34,27.68984707
106,2017/12/3,VF-6641,53,22:17,32.88516621
7366,2017/12/3,BB-5527,14,10:10,34.32647839
4951,2017/12/3,IO-4642,43,13:16,26.50246724
2364,2017/12/3,JK-4468,53,22:04,29.55660279
6901,2017/12/3,CR-3538,8,14:07,28.38634062
1620,2017/12/3,IW-6084,28,19:49,28.9432147
11969,2017/12/3,RN-9015,33,11:15,28.6507501
100211,2017/12/3,FE-9341,28,17:50,27.40525732
14978,2017/12/3,AN-9017,25,09:35,30.21124422
10337,2017/12/3,RT-2134,33,01:27,28.05546014
1249,2017/12/3,HD-2524,56,03:22,20.09275755
1019,2017/12/3,DH-3905,54,12:04,30.17820587
2021,2017/12/3,EJ-5740,29,21:51,31.02242677
25201,2017/12/3,YK-2325,40,16:48,27.62780148
778,2017/12/3,KA-1357,41,15:37,23.12428636
6876,2017/12/3,HA-2002,32,01:34,27.26837128
81662,2017/12/3,QS-5664,22,03:23,27.28094288
8399,2017/12/3,XW-7903,33,04:11,35.60566532
14961,2017/12/3,ZE-8028,54,16:50,27.49147121
9763,2017/12/3,EA-6117,36,19:16,35.28152987
9088,2017/12/3,FC-3616,2,13:29,29.45151552
14252,2017/12/3,HR-9992,6,02:39,31.38913899
4154,2017/12/3,IU-3639,24,14:45,26.9644904
3785,2017/12/3,GX-2762,28,19:20,24.91359264
3795,2017/12/3,KT-4426,16,15:37,30.72106759
5759,2017/12/3,PW-7050,24,17:26,29.1238911
4376,2017/12/3,SC-3632,38,21:54,28.62160793
8304,2017/12/3,FD-7382,17,14:53,33.76987958
6289,2017/12/3,XB-4285,53,15:45,27.74069137
5462,2017/12/3,RQ-5423,1,04:46,31.42439934
2947,2017/12/3,NM-4814,34,15:08,24.48215416
68091,2017/12/3,FZ-4869,27,18:05,37.44973064
9000,2017/12/3,TV-7395,50,04:00,32.29668869
4542,2017/12/3,QP-6895,58,20:12,29.84830633
8536,2017/12/3,SY-4229,53,13:27,32.80764322
82991,2017/12/3,IA-7710,24,01:32,28.06416017
7814,2017/12/3,FK-3309,36,00:25,30.24873434
12774,2017/12/3,OR-1647,43,09:46,26.48123985
5321,2017/12/3,IB-4706,48,22:46,22.24120847
6215,2017/12/3,AX-4724,3,03:38,32.90018763
5849,2017/12/3,KI-6267,54,20:56,27.51378576
18741,2017/12/3,SX-7183,28,13:31,26.52976421
8911,2017/12/3,NK-3228,53,10:51,28.30269775
3851,2017/12/3,FU-6855,12,16:35,21.00694252
143331,2017/12/3,BW-9134,18,23:50,31.61869064
98481,2017/12/3,LP-6067,3,09:14,34.99835947
8110,2017/12/3,QV-4247,52,01:46,29.19822636
434,2017/12/3,DT-3541,26,04:50,26.34113812
6691,2017/12/3,WL-3636,9,15:48,29.72245286
3446,2017/12/3,CL-9673,13,12:28,32.41164991
374,2017/12/3,YF-4164,54,21:35,29.41185911
14931,2017/12/3,DA-1572,43,11:32,27.33676781
4028,2017/12/3,NE-1820,4,00:17,35.54898642
12809,2017/12/3,BP-6750,10,02:40,26.5778388
7509,2017/12/3,UH-9621,54,10:21,35.95274368
6263,2017/12/3,AG-8409,24,15:04,27.76772513
10631,2017/12/3,ZE-8653,42,01:06,29.94808403
11347,2017/12/3,NZ-6560,36,21:21,33.06915644
3313,2017/12/3,KA-4874,36,03:36,31.28588319
4638,2017/12/3,SD-8470,16,15:57,25.05478058
7511,2017/12/3,BM-8630,6,20:41,26.81141153
9385,2017/12/3,OY-7894,29,06:48,29.67620315
1586,2017/12/3,VG-3060,38,06:49,30.95395607
847,2017/12/3,SE-1496,31,12:23,33.82539535
37471,2017/12/3,IZ-9904,53,13:37,30.57240918
4602,2017/12/3,DG-8412,41,17:55,32.22508088
2192,2017/12/3,TK-1093,25,08:57,35.89349367
1403,2017/12/3,YJ-4930,54,02:17,22.01019912
5261,2017/12/3,RM-3719,16,02:46,31.80490537
139371,2017/12/3,UR-4631,45,01:50,27.06111578
8201,2017/12/3,RZ-6383,13,17:37,27.62622637
1720,2017/12/3,AX-7400,36,15:07,24.49018689
61421,2017/12/3,ZB-6553,37,22:30,22.01055938
9076,2017/12/3,WC-9247,52,07:48,33.23318876
11882,2017/12/3,TQ-5259,43,08:35,32.68577659
2542,2017/12/3,SC-2521,20,00:00,30.48321868
144681,2017/12/3,IJ-6506,13,09:10,33.18786464
12988,2017/12/3,TI-6570,11,02:13,27.87666576
2602,2017/12/3,AW-1579,22,23:39,27.94035138
68261,2017/12/3,TY-7308,9,12:36,32.32455358
24481,2017/12/3,OI-8946,19,13:50,29.82580212
5687,2017/12/3,WX-7097,14,22:43,32.10037141
7244,2017/12/3,AZ-3603,39,10:28,29.72551068
8155,2017/12/3,WF-3537,49,20:03,35.18434163
4625,2017/12/3,BT-2111,23,07:48,23.98443673
1962,2017/12/3,RS-7927,17,01:44,27.0288803
12292,2017/12/3,GC-7093,47,18:01,27.28463463
8510,2017/12/3,BQ-3277,58,17:45,27.0917846
